,movies
8010,Lost in the Sun (2015)
8011,Truth (2015)
8012,Just Jim (2015)
8013,Mojave (2015)
8014,Standoff (2016)
8015,Swelter (2014)
8016,Close Range (2015)
8017,Moonwalkers (2015)
8018,Ride Along 2 (2016)
8019,Maggie's Plan (2015)
8020,Exposed (2016)
8021,Frankenstein (2015)
8022,Welcome to Happiness (2015)
8023,Reptilicus (1961)
8024,The Finest Hours (2016)
8025,Desierto (2016)
8026,Dad's Army (1971)
8027,Santa's Little Helper (2015)
8028,Dad's Army (2016)
8029,Camino (2016)
8030,Florence Foster Jenkins (2016)
8031,My Big Fat Greek Wedding 2 (2016)
8032,Me Him Her (2015)
8033,Zoom (2015)
8034,The Trust (2016)
8035,The Man Who Knew Infinity (2016)
8036,Despite the Falling Snow (2016)
8037,Wizards of the Lost Kingdom II (1989)
8038,Money Monster (2016)
8039,Barbershop: The Next Cut (2016)
8040,The Angry Birds Movie (2016)
8041,I Am Wrath (2016)
8042,Precious Cargo (2016)
8043,Kicking Off (2016)
8044,Kill Command (2016)
8045,The Meddler (2016)
8046,Café Society (2016)
8047,Teenage Mutant Ninja Turtles: Out of the Shadows (2016)
8048,The Maid's Room (2014)
8049,Pete's Dragon (2016)
8050,Goat (2016)
8051,The Adderall Diaries (2015)
8052,Vigilante Diaries (2016)
8053,Body (2015)
8054,Sharknado 4: The 4th Awakens (2016)
8055,Imperium (2016)
8056,All Roads Lead to Rome (2016)
8057,Dirty 30 (2016)
8058,Anything for Love (2016)
8059,London Town (2016)
8060,Wild Oats (2016)
8061,The Rocky Horror Picture Show: Let's Do the Time Warp Again (2016)
8062,Jack Reacher: Never Go Back (2016)
8063,100 Streets (2016)
8064,Mercury Plains (2016)
8065,American Fable (2017)
8066,Tiger Raid (2016)
8067,Smiling Fish and Goat on Fire (1999)
8068,West Beirut (West Beyrouth) (1998)
8069,"Big Tease, The (1999)"
8070,"Cup, The (Phörpa) (1999)"
8071,"Golden Bowl, The (2000)"
8072,Shower (Xizao) (1999)
8073,Burnt Offerings (1976)
8074,Sunset Park (1996)
8075,Another Earth (2011)
8076,Fallen Angels (Duo luo tian shi) (1995)
8077,Buena Vista Social Club (1999)
8078,"Eyes of Tammy Faye, The (2000)"
8079,One Day in September (1999)
8080,Keep the River on Your Right: A Modern Cannibal Tale (2000)
8081,Female Trouble (1975)
8082,Kandahar (Safar e Ghandehar) (2001)
8083,Motel Hell (1980)
8084,"Octagon, The (1980)"
8085,Promises (2001)
8086,Rude Boy (1980)
8087,Fat City (1972)
8088,"Harder They Fall, The (1956)"
8089,Mississippi Masala (1991)
8090,Start the Revolution Without Me (1970)
8091,Umberto D. (1952)
8092,Life and Debt (2001)
8093,"Revolution Will Not Be Televised, The (a.k.a. Chavez: Inside the Coup) (2003)"
8094,My Architect: A Son's Journey (2003)
8095,Darkman (1990)
8096,Ship of Fools (1965)
8097,Monster in a Box (1992)
8098,"Best of Youth, The (La meglio gioventù) (2003)"
8099,Genghis Blues (1999)
8100,Desperate Living (1977)
8101,"Exterminating Angel, The (Ángel exterminador, El) (1962)"
8102,"Vitelloni, I (a.k.a. The Young and the Passionate) (1953)"
8103,1900 (Novecento) (1976)
8104,"Snapper, The (1993)"
8105,"Happiness of the Katakuris, The (Katakuri-ke no kôfuku) (2001)"
8106,"Wild Parrots of Telegraph Hill, The (2003)"
8107,Darwin's Nightmare (2004)
8108,Down in the Valley (2005)
8109,Army of Shadows (L'armée des ombres) (1969)
8110,"Unreasonable Man, An (2006)"
8111,Taxi to the Dark Side (2007)
8112,Anvil! The Story of Anvil (2008)
8113,Burma VJ: Reporting from a Closed Country (Burma VJ: Reporter i et lukket land) (2008)
8114,Sweetgrass (2009)
8115,Bill Cunningham New York (2011)
8116,"Act of Killing, The (2012)"
8117,20 Feet from Stardom (Twenty Feet from Stardom) (2013)
8118,"Double, The (2013)"
8119,Venus in Fur (La Vénus à la fourrure) (2013)
8120,Devil Dog: The Hound of Hell (1978)
8121,Wiener-Dog (2016)
8122,Who Killed Chea Vichea? (2010)
8123,Indignation (2016)
8124,Moonlight
8125,Gimme Danger (2016)
8126,I Am Not Your Negro (2017)
8127,LBJ (2017)
8128,Quest (2017)
8129,Patti Rocks (1988)
8130,First Reformed (2017)
8131,Won't You Be My Neighbor? (2018)
8132,Sorry to Bother You (2018)
8133,BlacKkKlansman (2018)
8134,Awake (2007)
8135,All the Boys Love Mandy Lane (2006)
8136,Pathology (2008)
8137,Percy Jackson & the Olympians: The Lightning Thief (2010)
8138,"Spy Next Door, The (2010)"
8139,Behind Enemy Lines II: Axis of Evil (2006)
8140,Hamlet (1990)
8141,"Harmonists, The (1997)"
8142,Flesh and Bone (1993)
8143,Hear My Song (1991)
8144,"Night to Remember, A (1958)"
8145,"Hollywood Knights, The (1980)"
8146,Quatermass and the Pit (1967)
8147,"Black Sabbath (Tre volti della paura, I) (1963)"
8148,In the Bleak Midwinter (1995)
8149,M. Butterfly (1993)
8150,Jack and Sarah (1995)
8151,"Gay Divorcee, The (1934)"
8152,Foreign Correspondent (1940)
8153,Penny Serenade (1941)
8154,Of Human Bondage (1934)
8155,Beat the Devil (1953)
8156,"Farewell to Arms, A (1932)"
8157,Picnic (1955)
8158,Infinity (1996)
8159,Crossfire (1947)
8160,In Love and War (1996)
8161,"Whole Wide World, The (1996)"
8162,Hearts and Minds (1996)
8163,Anna Karenina (1997)
8164,Paradise Road (1997)
8165,"MatchMaker, The (1997)"
8166,Washington Square (1997)
8167,Beyond Silence (Jenseits der Stille) (1996)
8168,Dream for an Insomniac (1996)
8169,Picnic at Hanging Rock (1975)
8170,"Broadway Melody, The (1929)"
8171,Cimarron (1931)
8172,"Great Ziegfeld, The (1936)"
8173,"Life of Emile Zola, The (1937)"
8174,Gentleman's Agreement (1947)
8175,Family Plot (1976)
8176,Topaz (1969)
8177,Torn Curtain (1966)
8178,I Confess (1953)
8179,Stage Fright (1950)
8180,"Paradine Case, The (1947)"
8181,Secret Agent (1936)
8182,"Winslow Boy, The (1999)"
8183,Mildred Pierce (1945)
8184,"Curse of Frankenstein, The (1957)"
8185,My Son the Fanatic (1997)
8186,Native Son (1986)
8187,Frances (1982)
8188,Oscar and Lucinda (a.k.a. Oscar & Lucinda) (1997)
8189,Brief Encounter (1946)
8190,Reds (1981)
8191,Return with Honor (1998)
8192,"River, The (1984)"
8193,'night Mother (1986)
8194,"End of the Affair, The (1999)"
8195,"Great Santini, The (1979)"
8196,"Cry in the Dark, A (1988)"
8197,"Brandon Teena Story, The (1998)"
8198,"Place in the Sun, A (1951)"
8199,Regret to Inform (1998)
8200,"Woman of Paris, A (1923)"
8201,Clara's Heart (1988)
8202,Burglar (1987)
8203,Trouble in Paradise (1932)
8204,"Pawnbroker, The (1964)"
8205,"Official Story, The (La historia oficial) (1985)"
8206,Our Town (1940)
8207,"Strange Love of Martha Ivers, The (1946)"
8208,Detour (1945)
8209,Friendly Persuasion (1956)
8210,Baby Boom (1987)
8211,"Glass Menagerie, The (1987)"
8212,Made in Heaven (1987)
8213,"Caveman's Valentine, The (2001)"
8214,Long Night's Journey Into Day (2000)
8215,"Bishop's Wife, The (1947)"
8216,"Greatest Story Ever Told, The (1965)"
8217,Losin' It (1983)
8218,River's Edge (1986)
8219,Norma Rae (1979)
8220,Love Story (1970)
8221,Written on the Wind (1956)
8222,Camille Claudel (1988)
8223,Crossing Delancey (1988)
8224,Little Nikita (1988)
8225,Chances Are (1989)
8226,Eddie and the Cruisers (1983)
8227,Pink Cadillac (1989)
8228,Hatari! (1962)
8229,Into the Arms of Strangers: Stories of the Kindertransport (2000)
8230,"Grass Is Greener, The (1960)"
8231,Indiscreet (1958)
8232,"Little Foxes, The (1941)"
8233,Pocketful of Miracles (1961)
8234,Making the Grade (1984)
8235,Focus (2001)
8236,"Blue Angel, The (Blaue Engel, Der) (1930)"
8237,"Defiant Ones, The (1958)"
8238,Topkapi (1964)
8239,Yentl (1983)
8240,Cousins (1989)
8241,"Bad and the Beautiful, The (1952)"
8242,Designing Woman (1957)
8243,Royal Wedding (1951)
8244,"Oh, God! Book II (1980)"
8245,Road to Morocco (1942)
8246,"Watcher in the Woods, The (1980)"
8247,Butterflies Are Free (1972)
8248,"Harvey Girls, The (1946)"
8249,I Want to Live! (1958)
8250,She Wore a Yellow Ribbon (1949)
8251,"Object of Beauty, The (1991)"
8252,Secret Ballot (Raye makhfi) (2001)
8253,Mostly Martha (Bella Martha) (2001)
8254,Betsy's Wedding (1990)
8255,"Yearling, The (1946)"
8256,"Ladykillers, The (1955)"
8257,"Man in the White Suit, The (1951)"
8258,Jonah: A VeggieTales Movie (2002)
8259,Horror of Dracula (Dracula) (1958)
8260,Staying Alive (1983)
8261,Happy Birthday to Me (1981)
8262,My Bloody Valentine (1981)
8263,Exodus (1960)
8264,"Russians Are Coming, the Russians Are Coming, The (1966)"
8265,"World of Henry Orient, The (1964)"
8266,Rio Grande (1950)
8267,Houseboat (1958)
8268,Take This Job and Shove It (1981)
8269,Personal Velocity (2002)
8270,"Children's Hour, The (1961)"
8271,Alice Adams (1935)
8272,Imitation of Life (1959)
8273,Blind Spot: Hitler's Secretary (Im toten Winkel - Hitlers Sekretärin) (2002)
8274,Kiss Me Goodbye (1982)
8275,Missing (1982)
8276,He Loves Me... He Loves Me Not (À la folie... pas du tout) (2002)
8277,"Patch of Blue, A (1965)"
8278,"Red Badge of Courage, The (1951)"
8279,Lady Jane (1986)
8280,King of Kings (1961)
8281,"Talk of the Town, The (1942)"
8282,Born Free (1966)
8283,Sweet Charity (1969)
8284,In a Lonely Place (1950)
8285,Ghosts of the Abyss (2003)
8286,Marooned in Iraq (Gomgashtei dar Aragh) (2002)
8287,High Society (1956)
8288,Respiro (2002)
8289,Together (Han ni Zai Yiki) (2002)
8290,Silk Stockings (1957)
8291,Murder on a Sunday Morning (Un coupable idéal) (2001)
8292,"Walk, Don't Run (1966)"
8293,Shenandoah (1965)
8294,"Objective, Burma! (1945)"
8295,Music Box (1989)
8296,"Song of Bernadette, The (1943)"
8297,You Only Live Once (1937)
8298,Scaramouche (1952)
8299,I Capture the Castle (2003)
8300,"Private Life of Sherlock Holmes, The (1970)"
8301,"What's Up, Tiger Lily? (1966)"
8302,"Secret Lives of Dentists, The (2002)"
8303,"Double Life, A (1947)"
8304,"Gospel According to St. Matthew, The (Vangelo secondo Matteo, Il) (1964)"
8305,I Love You to Death (1990)
8306,"Red Shoes, The (1948)"
8307,Waco: The Rules of Engagement (1997)
8308,"Hello, Dolly! (1969)"
8309,Luther (2003)
8310,My Life Without Me (2003)
8311,To Be and to Have (Être et avoir) (2002)
8312,Angie (1994)
8313,Love Affair (1939)
8314,"Eye, The (Gin gwai) (Jian gui) (2002)"
8315,"Jolson Story, The (1946)"
8316,You'll Never Get Rich (1941)
8317,Tupac: Resurrection (2003)
8318,OT: Our Town (2002)
8319,Journeys with George (2002)
8320,Desk Set (1957)
8321,Forbidden Games (Jeux interdits) (1952)
8322,"Tale of Two Cities, A (1935)"
8323,The Great Train Robbery (1978)
8324,Mr. Destiny (1990)
8325,Project X (1987)
8326,Flying Down to Rio (1933)
8327,"What's New, Pussycat (1965)"
8328,Mary of Scotland (1936)
8329,Roberta (1935)
8330,Swing Time (1936)
8331,"Midsummer Night's Dream, A (1935)"
8332,Life with Father (1947)
8333,National Velvet (1944)
8334,Dark Victory (1939)
8335,Birdman of Alcatraz (1962)
8336,Red River (1948)
8337,"Shot in the Dark, A (1964)"
8338,"Navigator, The (1924)"
8339,"Court Jester, The (1956)"
8340,"Hunchback of Notre Dame, The (1939)"
8341,That Touch of Mink (1962)
8342,Sweet Dreams (1985)
8343,Send Me No Flowers (1964)
8344,Pygmalion (1938)
8345,Anna Karenina (1935)
8346,"Front Page, The (1974)"
8347,My Flesh and Blood (2003)
8348,Japanese Story (2003)
8349,Osama (2003)
8350,Jane Eyre (1970)
8351,People Will Talk (1951)
8352,I Was a Male War Bride (1949)
8353,Dark Passage (1947)
8354,They Drive by Night (1940)
8355,D.O.A. (1950)
8356,"Reckoning, The (2004)"
8357,Peyton Place (1957)
8358,I'm Not Scared (Io non ho paura) (2003)
8359,Going in Style (1979)
8360,Watch on the Rhine (1943)
8361,Fail-Safe (1964)
8362,Wit (2001)
8363,Pride and Prejudice (1940)
8364,Woman of the Year (1942)
8365,Chaplin (1992)
8366,"Bells of St. Mary's, The (1945)"
8367,Pat and Mike (1952)
8368,Cat People (1942)
8369,Camelot (1967)
8370,"Lonely Guy, The (1984)"
8371,Protocol (1984)
8372,Undercurrent (1946)
8373,"11'09""01 - September 11 (2002)"
8374,Mogambo (1953)
8375,"Secret Life of Walter Mitty, The (1947)"
8376,Another Thin Man (1939)
8377,"Thin Man Goes Home, The (1945)"
8378,Shadow of the Thin Man (1941)
8379,Song of the Thin Man (1947)
8380,Love Crazy (1941)
8381,Gunga Din (1939)
8382,The Plague of the Zombies (1966)
8383,I Walked with a Zombie (1943)
8384,How to Succeed in Business Without Really Trying (1967)
8385,Ride the High Country (1962)
8386,Frankenstein Must Be Destroyed (1969)
8387,"Night of the Iguana, The (1964)"
8388,Dark Water (Honogurai mizu no soko kara) (2002)
8389,Sweet Bird of Youth (1962)
8390,Bad Day at Black Rock (1955)
8391,Sunrise: A Song of Two Humans (1927)
8392,Lust for Life (1956)
8393,Captain Blood (1935)
8394,Anne of the Thousand Days (1969)
8395,I Love You Again (1940)
8396,College (1927)
8397,Used People (1992)
8398,"Front Page, The (1931)"
8399,"Man Who Came to Dinner, The (1942)"
8400,"Major and the Minor, The (1942)"
8401,Black Narcissus (1947)
8402,"Hunting of the President, The (2004)"
8403,Hello Again (1987)
8404,Lover Come Back (1961)
8405,Suddenly (1954)
8406,"Divorcee, The (1930)"
8407,Sands of Iwo Jima (1949)
8408,Anthony Adverse (1936)
8409,Blackboard Jungle (1955)
8410,To Each His Own (1946)
8411,"Heiress, The (1949)"
8412,Dragon Seed (1944)
8413,Executive Suite (1954)
8414,Johnny Belinda (1948)
8415,Johnny Eager (1942)
8416,Northwest Passage (1940)
8417,"Picture of Dorian Gray, The (1945)"
8418,Please Don't Eat the Daisies (1960)
8419,"Christmas Carol, A (Scrooge) (1951)"
8420,Show Boat (1951)
8421,Anna Christie (1930)
8422,Dr. Jekyll and Mr. Hyde (1931)
8423,Two Brothers (Deux frères) (2004)
8424,"Happenstance (Battement d'ailes du papillon, Le) (2001)"
8425,"Philadelphia Experiment, The (1984)"
8426,"Farmer's Daughter, The (1947)"
8427,Butterfield 8 (1960)
8428,Long Day's Journey Into Night (1962)
8429,"Man Escaped, A (Un  condamné à mort s'est échappé ou Le vent souffle où il veut) (1956)"
8430,Mr. Blandings Builds His Dream House (1948)
8431,My Favorite Wife (1940)
8432,Night and Day (1946)
8433,To End All Wars (2001)
8434,Unprecedented: The 2000 Presidential Election (2002)
8435,"Prime of Miss Jean Brodie, The (1969)"
8436,Sherlock Holmes: Terror by Night (1946)
8437,Sherlock Holmes and the Secret Weapon (1942)
8438,Sherlock Holmes: The Woman in Green (1945)
8439,Sherlock Holmes: Dressed to Kill (1946)
8440,Danny Deckchair (2003)
8441,We Don't Live Here Anymore (2004)
8442,"Come Back, Little Sheba (1952)"
8443,"Country Girl, The (1954)"
8444,"Rose Tattoo, The (1955)"
8445,Tarnation (2003)
8446,Being Julia (2004)
8447,Undertow (2004)
8448,Guerrilla: The Taking of Patty Hearst (2004)
8449,Bush's Brain (2004)
8450,Damn Yankees! (1958)
8451,"Freshman, The (1925)"
8452,Greed (1924)
8453,"Jazz Singer, The (1927)"
8454,"Steamboat Bill, Jr. (1928)"
8455,Dinner at Eight (1933)
8456,Libeled Lady (1936)
8457,Holiday (1938)
8458,"Letter, The (1940)"
8459,Here Comes Mr. Jordan (1941)
8460,"Stranger, The (1946)"
8461,"Lady from Shanghai, The (1947)"
8462,"Letter to Three Wives, A (1949)"
8463,King Solomon's Mines (1950)
8464,"Star Is Born, A (1954)"
8465,The Wild One (1953)
8466,Shining Through (1992)
8467,"Boxer, The (1997)"
8468,I Remember Mama (1948)
8469,Man Trouble (1992)
8470,Boys Town (1938)
8471,Bride & Prejudice (2004)
8472,Zelary (2003)
8473,Georgy Girl (1966)
8474,Duma (2005)
8475,Looking for Comedy in the Muslim World (2005)
8476,Water (2005)
8477,Unknown White Male (2005)
8478,"U.S. vs. John Lennon, The (2006)"
8479,Fur: An Imaginary Portrait of Diane Arbus (2006)
8480,Miss Potter (2006)
8481,After the Wedding (Efter brylluppet) (2006)
8482,"Mighty Heart, A (2007)"
8483,No End in Sight (2007)
8484,My Kid Could Paint That (2007)
8485,Helvetica (2007)
8486,Sunshine (1999)
8487,More (1998)
8488,Tucker: The Man and His Dream (1988)
8489,Session 9 (2001)
8490,Escaflowne: The Movie (Escaflowne) (2000)
8491,Hollywood Ending (2002)
8492,White Dog (1982)
8493,Pickup on South Street (1953)
8494,Shock Corridor (1963)
8495,Nothing (2003)
8496,Steamboy (Suchîmubôi) (2004)
8497,Voices of a Distant Star (Hoshi no koe) (2003)
8498,Neon Genesis Evangelion: Death & Rebirth (Shin seiki Evangelion Gekijô-ban: Shito shinsei) (1997)
8499,Battlestar Galactica: The Plan (2009)
8500,Best Worst Movie (2009)
8501,Rare Exports: A Christmas Tale (Rare Exports) (2010)
8502,Glen or Glenda (1953)
8503,"Champ, The (1979)"
8504,Gardens of Stone (1987)
8505,Something Wild (1986)
8506,Can't Stop the Music (1980)
8507,Little Darlings (1980)
8508,"Lady and the Duke, The (Anglaise et le duc, L') (2001)"
8509,Spirit: Stallion of the Cimarron (2002)
8510,Hey Arnold! The Movie (2002)
8511,"Incredible Mr. Limpet, The (1964)"
8512,Neighbors (1981)
8513,This Boy's Life (1993)
8514,Campus Man (1987)
8515,Pursuit of Happiness (2001)
8516,"Bobby Jones, Stroke of Genius (2004)"
8517,Milk and Honey (2003)
8518,"Baxter, The (2005)"
8519,Roll Bounce (2005)
8520,Winter Passing (2005)
8521,Find Me Guilty (2006)
8522,Idlewild (2006)
8523,Fanny and Alexander (Fanny och Alexander) (1982)
8524,Scenes from a Mall (1991)
8525,Point of No Return (1993)
8526,"Day of the Beast, The (Día de la Bestia, El) (1995)"
8527,Secret Society (2002)
8528,Late Night Shopping (2001)
8529,El Cid (1961)
8530,Valiant (2005)
8531,Earth (2007)
8532,Cell 211 (Celda 211) (2009)
8533,Paper Birds (Pájaros de papel) (2010)
8534,Phineas and Ferb the Movie: Across the 2nd Dimension (2011)
8535,George Harrison: Living in the Material World (2011)
8536,"Iron Lady, The (2011)"
8537,Damsels in Distress (2011)
8538,Eva (2011)
8539,"Angels' Share, The (2012)"
8540,Diary of a Wimpy Kid: Dog Days (2012)
8541,Asterix & Obelix: God Save Britannia (Astérix et Obélix: Au service de Sa Majesté) (2012)
8542,Playing for Keeps (2012)
8543,Comme un chef (2012)
8544,"Perfect Plan, A (Plan parfait, Un) (2012)"
8545,Bad Milo (Bad Milo!) (2013)
8546,Puss in Boots: The Three Diablos (2012)
8547,Ocho apellidos vascos (2014)
8548,Jersey Boys (2014)
8549,Justin and the Knights of Valour (2013)
8550,Two Can Play That Game (2001)
8551,Paid in Full (2002)
8552,Juice (1992)
8553,Tyler Perry's I Can Do Bad All by Myself (2009)
8554,Trailer Park Boys (1999)
8555,"Last Wedding, The (Kivenpyörittäjän kylä) (1995)"
8556,One-Way Ticket to Mombasa (Menolippu Mombasaan) (2002)
8557,2 Days in Paris (2007)
8558,"Peacekeeper, The (1997)"
8559,Pekka ja Pätkä Suezilla (1958)
8560,Lovers & Leavers (Kuutamolla) (2002)
8561,"No. 1 Ladies' Detective Agency, The (2008)"
8562,Hellsinki (Rööperi) (2009)
8563,Princess (Prinsessa) (2010)
8564,Eat Pray Love (2010)
8565,Pekka ja Pätkä salapoliiseina (1957)
8566,Boy (2010)
8567,Bernie (1996)
8568,"Snowman, The (1982)"
8569,Rollo and the Woods Sprite (Rölli ja metsänhenki) (2001)
8570,Bully (2011)
8571,It's a Boy Girl Thing (2006)
8572,Ricky Gervais Live: Animals (2003)
8573,Ricky Gervais Live 3: Fame (2007)
8574,Daddy's Home 2 (2017)
8575,Unforgettable (1996)
8576,Live Nude Girls (1995)
8577,Supercop 2 (Project S) (Chao ji ji hua) (1993)
8578,Best of the Best 3: No Turning Back (1995)
8579,Hachiko: A Dog's Story (a.k.a. Hachi: A Dog's Tale) (2009)
8580,"Visit, The (2015)"
8581,Batman vs. Robin (2015)
8582,I'm Not There (2007)
8583,Fear of a Black Hat (1994)
8584,Homegrown (1998)
8585,I Went Down (1997)
8586,"Mudge Boy, The (2003)"
8587,Carrie (2002)
8588,Stoned (2005)
8589,I Killed My Mother (J'ai tué ma mère) (2009)
8590,"Divorce, Le (2003)"
8591,"Human Stain, The (2003)"
8592,"Young Victoria, The (2009)"
8593,8 Women (2002)
8594,Emma (1996)
8595,Blood and Chocolate (2007)
8596,Wild Child (2008)
8597,"Yes Men Fix the World, The (2009)"
8598,Sintel (2010)
8599,Vincent Wants to Sea (Vincent will meer) (2010)
8600,Emma (2009)
8601,Northanger Abbey (2007)
8602,Tomboy (2011)
8603,Another Cinderella Story (2008)
8604,Play the Game (2009)
8605,"Women on the 6th Floor, The (Les Femmes du 6ème Étage) (2010)"
8606,North & South (2004)
8607,Sound of My Voice (2011)
8608,Pocahontas II: Journey to a New World (1998) 
8609,Mulan II (2004)
8610,Painted Skin (2008)
8611,The Cave of the Golden Rose (1991)
8612,Northmen - A Viking Saga (2014)
8613,Cinderella (2015)
8614,Kiss me Kismet (2006)
8615,Da geht noch was! (2013)
8616,"Beat That My Heart Skipped, The (battre mon coeur s'est arrêté, De) (2005)"
8617,Venom (1982)
8618,Blood Beach (1981)
8619,Friday the 13th Part V: A New Beginning (1985)
8620,Hell Night (1981)
